row_key	check	status	detail
Coupled-axis successor rule does not beat scalar||claim.dailymed.dimethyl_fumarate_mechanism_context.2026-06-13	field_matches.source_independence_class	PASS	expected=not_decision_relationship observed=not_decision_relationship
Crohn downstream IFN/APC convergence exceeds genetic proximity||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	present_in_independence_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/convergence_source_independence_v48.tsv
Crohn downstream IFN/APC convergence exceeds genetic proximity||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=Crohn downstream IFN/APC convergence exceeds genetic proximity observed=Crohn downstream IFN/APC convergence exceeds genetic proximity
Crohn downstream IFN/APC convergence exceeds genetic proximity||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14 observed=claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14
Crohn downstream IFN/APC convergence exceeds genetic proximity||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.relationship_class	PASS	expected=insufficient-overlap observed=insufficient-overlap
Crohn downstream IFN/APC convergence exceeds genetic proximity||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.synthesis_status	PASS	expected=GENERAL_CONTEXT_NOT_LOCUS_CORROBORATION observed=GENERAL_CONTEXT_NOT_LOCUS_CORROBORATION
Crohn downstream IFN/APC convergence exceeds genetic proximity||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.external_source	PASS	expected=https://www.nature.com/articles/s41467-021-25768-0 observed=https://www.nature.com/articles/s41467-021-25768-0
Crohn downstream IFN/APC convergence exceeds genetic proximity||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.canonical_source_url	PASS	expected=https://www.nature.com/articles/s41467-021-25768-0 observed=https://www.nature.com/articles/s41467-021-25768-0
Crohn downstream IFN/APC convergence exceeds genetic proximity||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.source_domain	PASS	expected=www.nature.com observed=www.nature.com
Crohn downstream IFN/APC convergence exceeds genetic proximity||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.canonical_source_row_count	PASS	expected=5 observed=5
Crohn downstream IFN/APC convergence exceeds genetic proximity||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.source_independence_class	PASS	expected=not_decision_relationship observed=not_decision_relationship
EBV/IFN APC imprint downgraded by specificity control||claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	present_in_independence_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/convergence_source_independence_v48.tsv
EBV/IFN APC imprint downgraded by specificity control||claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=EBV/IFN APC imprint downgraded by specificity control observed=EBV/IFN APC imprint downgraded by specificity control
EBV/IFN APC imprint downgraded by specificity control||claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.science.ebv_ms_longitudinal_risk_context.2026-06-14 observed=claim.science.ebv_ms_longitudinal_risk_context.2026-06-14
EBV/IFN APC imprint downgraded by specificity control||claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	field_matches.relationship_class	PASS	expected=insufficient-overlap observed=insufficient-overlap
EBV/IFN APC imprint downgraded by specificity control||claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	field_matches.synthesis_status	PASS	expected=NO_DIRECT_EXTERNAL_CORROBORATION observed=NO_DIRECT_EXTERNAL_CORROBORATION
EBV/IFN APC imprint downgraded by specificity control||claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	field_matches.external_source	PASS	expected=https://pubmed.ncbi.nlm.nih.gov/35025605/ observed=https://pubmed.ncbi.nlm.nih.gov/35025605/
EBV/IFN APC imprint downgraded by specificity control||claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	field_matches.canonical_source_url	PASS	expected=https://pubmed.ncbi.nlm.nih.gov/35025605 observed=https://pubmed.ncbi.nlm.nih.gov/35025605
EBV/IFN APC imprint downgraded by specificity control||claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	field_matches.source_domain	PASS	expected=pubmed.ncbi.nlm.nih.gov observed=pubmed.ncbi.nlm.nih.gov
EBV/IFN APC imprint downgraded by specificity control||claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	field_matches.canonical_source_row_count	PASS	expected=1 observed=1
EBV/IFN APC imprint downgraded by specificity control||claim.science.ebv_ms_longitudinal_risk_context.2026-06-14	field_matches.source_independence_class	PASS	expected=not_decision_relationship observed=not_decision_relationship
First-principles druggability discipline changed target interpretation||claim.open_targets.direction_tractability_context.2026-06-14	present_in_independence_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/convergence_source_independence_v48.tsv
First-principles druggability discipline changed target interpretation||claim.open_targets.direction_tractability_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=First-principles druggability discipline changed target interpretation observed=First-principles druggability discipline changed target interpretation
First-principles druggability discipline changed target interpretation||claim.open_targets.direction_tractability_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.open_targets.direction_tractability_context.2026-06-14 observed=claim.open_targets.direction_tractability_context.2026-06-14
First-principles druggability discipline changed target interpretation||claim.open_targets.direction_tractability_context.2026-06-14	field_matches.relationship_class	PASS	expected=converges observed=converges
First-principles druggability discipline changed target interpretation||claim.open_targets.direction_tractability_context.2026-06-14	field_matches.synthesis_status	PASS	expected=CORROBORATION_FROM_INDEPENDENT_SOURCE observed=CORROBORATION_FROM_INDEPENDENT_SOURCE
First-principles druggability discipline changed target interpretation||claim.open_targets.direction_tractability_context.2026-06-14	field_matches.external_source	PASS	expected=https://www.annualreviews.org/content/journals/10.1146/annurev-biodatasci-102523-103838 observed=https://www.annualreviews.org/content/journals/10.1146/annurev-biodatasci-102523-103838
First-principles druggability discipline changed target interpretation||claim.open_targets.direction_tractability_context.2026-06-14	field_matches.canonical_source_url	PASS	expected=https://www.annualreviews.org/content/journals/10.1146/annurev-biodatasci-102523-103838 observed=https://www.annualreviews.org/content/journals/10.1146/annurev-biodatasci-102523-103838
First-principles druggability discipline changed target interpretation||claim.open_targets.direction_tractability_context.2026-06-14	field_matches.source_domain	PASS	expected=www.annualreviews.org observed=www.annualreviews.org
First-principles druggability discipline changed target interpretation||claim.open_targets.direction_tractability_context.2026-06-14	field_matches.canonical_source_row_count	PASS	expected=1 observed=1
First-principles druggability discipline changed target interpretation||claim.open_targets.direction_tractability_context.2026-06-14	field_matches.source_independence_class	PASS	expected=single_row_source observed=single_row_source
GPR25 demoted from protected favorite||claim.nature.ms_ibd_gpr25_context.2026-06-14	present_in_independence_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/convergence_source_independence_v48.tsv
GPR25 demoted from protected favorite||claim.nature.ms_ibd_gpr25_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=GPR25 demoted from protected favorite observed=GPR25 demoted from protected favorite
GPR25 demoted from protected favorite||claim.nature.ms_ibd_gpr25_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.nature.ms_ibd_gpr25_context.2026-06-14 observed=claim.nature.ms_ibd_gpr25_context.2026-06-14
GPR25 demoted from protected favorite||claim.nature.ms_ibd_gpr25_context.2026-06-14	field_matches.relationship_class	PASS	expected=insufficient-overlap observed=insufficient-overlap
GPR25 demoted from protected favorite||claim.nature.ms_ibd_gpr25_context.2026-06-14	field_matches.synthesis_status	PASS	expected=GENERAL_CONTEXT_NOT_LOCUS_CORROBORATION observed=GENERAL_CONTEXT_NOT_LOCUS_CORROBORATION
GPR25 demoted from protected favorite||claim.nature.ms_ibd_gpr25_context.2026-06-14	field_matches.external_source	PASS	expected=https://pmc.ncbi.nlm.nih.gov/articles/PMC8463615/ observed=https://pmc.ncbi.nlm.nih.gov/articles/PMC8463615/
GPR25 demoted from protected favorite||claim.nature.ms_ibd_gpr25_context.2026-06-14	field_matches.canonical_source_url	PASS	expected=https://pmc.ncbi.nlm.nih.gov/articles/PMC8463615 observed=https://pmc.ncbi.nlm.nih.gov/articles/PMC8463615
GPR25 demoted from protected favorite||claim.nature.ms_ibd_gpr25_context.2026-06-14	field_matches.source_domain	PASS	expected=pmc.ncbi.nlm.nih.gov observed=pmc.ncbi.nlm.nih.gov
GPR25 demoted from protected favorite||claim.nature.ms_ibd_gpr25_context.2026-06-14	field_matches.canonical_source_row_count	PASS	expected=1 observed=1
GPR25 demoted from protected favorite||claim.nature.ms_ibd_gpr25_context.2026-06-14	field_matches.source_independence_class	PASS	expected=not_decision_relationship observed=not_decision_relationship
Layer-specific autoimmune transfer-validity map||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	present_in_independence_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/convergence_source_independence_v48.tsv
Layer-specific autoimmune transfer-validity map||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=Layer-specific autoimmune transfer-validity map observed=Layer-specific autoimmune transfer-validity map
Layer-specific autoimmune transfer-validity map||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.ms_ibd.treatment_transfer_caution_context.2026-06-14 observed=claim.ms_ibd.treatment_transfer_caution_context.2026-06-14
Layer-specific autoimmune transfer-validity map||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.relationship_class	PASS	expected=converges observed=converges
Layer-specific autoimmune transfer-validity map||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.synthesis_status	PASS	expected=CORROBORATION_FROM_INDEPENDENT_SOURCE observed=CORROBORATION_FROM_INDEPENDENT_SOURCE
Layer-specific autoimmune transfer-validity map||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.external_source	PASS	expected=https://www.nature.com/articles/s41467-021-25768-0 observed=https://www.nature.com/articles/s41467-021-25768-0
Layer-specific autoimmune transfer-validity map||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.canonical_source_url	PASS	expected=https://www.nature.com/articles/s41467-021-25768-0 observed=https://www.nature.com/articles/s41467-021-25768-0
Layer-specific autoimmune transfer-validity map||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.source_domain	PASS	expected=www.nature.com observed=www.nature.com
Layer-specific autoimmune transfer-validity map||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.canonical_source_row_count	PASS	expected=5 observed=5
Layer-specific autoimmune transfer-validity map||claim.ms_ibd.treatment_transfer_caution_context.2026-06-14	field_matches.source_independence_class	PASS	expected=shared_source_cluster observed=shared_source_cluster
Locked V7 general cross-disease baseline fallback killed||claim.probast_tripod.prediction_model_validation_context.2026-06-14	present_in_independence_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/convergence_source_independence_v48.tsv
Locked V7 general cross-disease baseline fallback killed||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=Locked V7 general cross-disease baseline fallback killed observed=Locked V7 general cross-disease baseline fallback killed
Locked V7 general cross-disease baseline fallback killed||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.probast_tripod.prediction_model_validation_context.2026-06-14 observed=claim.probast_tripod.prediction_model_validation_context.2026-06-14
Locked V7 general cross-disease baseline fallback killed||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.relationship_class	PASS	expected=insufficient-overlap observed=insufficient-overlap
Locked V7 general cross-disease baseline fallback killed||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.synthesis_status	PASS	expected=NO_DIRECT_EXTERNAL_CORROBORATION observed=NO_DIRECT_EXTERNAL_CORROBORATION
Locked V7 general cross-disease baseline fallback killed||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.external_source	PASS	expected=https://pubmed.ncbi.nlm.nih.gov/30596875/ observed=https://pubmed.ncbi.nlm.nih.gov/30596875/
Locked V7 general cross-disease baseline fallback killed||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.canonical_source_url	PASS	expected=https://pubmed.ncbi.nlm.nih.gov/30596875 observed=https://pubmed.ncbi.nlm.nih.gov/30596875
Locked V7 general cross-disease baseline fallback killed||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.source_domain	PASS	expected=pubmed.ncbi.nlm.nih.gov observed=pubmed.ncbi.nlm.nih.gov
Locked V7 general cross-disease baseline fallback killed||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.canonical_source_row_count	PASS	expected=2 observed=2
Locked V7 general cross-disease baseline fallback killed||claim.probast_tripod.prediction_model_validation_context.2026-06-14	field_matches.source_independence_class	PASS	expected=not_decision_relationship observed=not_decision_relationship
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	present_in_independence_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/convergence_source_independence_v48.tsv
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=MHC overlap is distinct-signal, not simple shared biology observed=MHC overlap is distinct-signal, not simple shared biology
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.plos.ms_mhc_independent_effects_context.2026-06-14 observed=claim.plos.ms_mhc_independent_effects_context.2026-06-14
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.relationship_class	PASS	expected=converges observed=converges
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.synthesis_status	PASS	expected=CORROBORATION_FROM_INDEPENDENT_SOURCE observed=CORROBORATION_FROM_INDEPENDENT_SOURCE
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.external_source	PASS	expected=https://pmc.ncbi.nlm.nih.gov/articles/PMC3836799/ observed=https://pmc.ncbi.nlm.nih.gov/articles/PMC3836799/
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.canonical_source_url	PASS	expected=https://pmc.ncbi.nlm.nih.gov/articles/PMC3836799 observed=https://pmc.ncbi.nlm.nih.gov/articles/PMC3836799
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.source_domain	PASS	expected=pmc.ncbi.nlm.nih.gov observed=pmc.ncbi.nlm.nih.gov
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.canonical_source_row_count	PASS	expected=1 observed=1
MHC overlap is distinct-signal, not simple shared biology||claim.plos.ms_mhc_independent_effects_context.2026-06-14	field_matches.source_independence_class	PASS	expected=single_row_source observed=single_row_source
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	present_in_independence_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/convergence_source_independence_v48.tsv
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=MS-UC is strongest tested genome-wide genetics comparator observed=MS-UC is strongest tested genome-wide genetics comparator
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14 observed=claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.relationship_class	PASS	expected=converges observed=converges
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.synthesis_status	PASS	expected=CORROBORATION_FROM_INDEPENDENT_SOURCE observed=CORROBORATION_FROM_INDEPENDENT_SOURCE
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.external_source	PASS	expected=https://www.nature.com/articles/s41467-021-25768-0 observed=https://www.nature.com/articles/s41467-021-25768-0
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.canonical_source_url	PASS	expected=https://www.nature.com/articles/s41467-021-25768-0 observed=https://www.nature.com/articles/s41467-021-25768-0
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.source_domain	PASS	expected=www.nature.com observed=www.nature.com
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.canonical_source_row_count	PASS	expected=5 observed=5
MS-UC is strongest tested genome-wide genetics comparator||claim.nature.ms_uc_greater_genetic_correlation_context.2026-06-14	field_matches.source_independence_class	PASS	expected=shared_source_cluster observed=shared_source_cluster
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	present_in_independence_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/convergence_source_independence_v48.tsv
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=Mucosal IBD early IFN/APC downshift validates while baseline fallback fails observed=Mucosal IBD early IFN/APC downshift validates while baseline fallback fails
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14 observed=claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.relationship_class	PASS	expected=converges observed=converges
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.synthesis_status	PASS	expected=CORROBORATION_FROM_INDEPENDENT_SOURCE observed=CORROBORATION_FROM_INDEPENDENT_SOURCE
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.external_source	PASS	expected=https://pmc.ncbi.nlm.nih.gov/articles/PMC9152176/ observed=https://pmc.ncbi.nlm.nih.gov/articles/PMC9152176/
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.canonical_source_url	PASS	expected=https://pmc.ncbi.nlm.nih.gov/articles/PMC9152176 observed=https://pmc.ncbi.nlm.nih.gov/articles/PMC9152176
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.source_domain	PASS	expected=pmc.ncbi.nlm.nih.gov observed=pmc.ncbi.nlm.nih.gov
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.canonical_source_row_count	PASS	expected=1 observed=1
Mucosal IBD early IFN/APC downshift validates while baseline fallback fails||claim.frontiers.uc_tofacitinib_mhc_stat1_context.2026-06-14	field_matches.source_independence_class	PASS	expected=single_row_source observed=single_row_source
No load-bearing invariant found in V26||claim.cshperspect.ms_biomarker_heterogeneity_context.2026-06-14	present_in_independence_matrix	PASS	/Users/soeren.leibach/Projects/ms-auto-research/knowledge_external/synthesis/convergence_source_independence_v48.tsv
No load-bearing invariant found in V26||claim.cshperspect.ms_biomarker_heterogeneity_context.2026-06-14	field_matches.grounded_finding_id	PASS	expected=No load-bearing invariant found in V26 observed=No load-bearing invariant found in V26
No load-bearing invariant found in V26||claim.cshperspect.ms_biomarker_heterogeneity_context.2026-06-14	field_matches.external_record_id	PASS	expected=claim.cshperspect.ms_biomarker_heterogeneity_context.2026-06-14 observed=claim.cshperspect.ms_biomarker_heterogeneity_context.2026-06-14
No load-bearing invariant found in V26||claim.cshperspect.ms_biomarker_heterogeneity_context.2026-06-14	field_matches.relationship_class	PASS	expected=insufficient-overlap observed=insufficient-overlap
No load-bearing invariant found in V26||claim.cshperspect.ms_biomarker_heterogeneity_context.2026-06-14	field_matches.synthesis_status	PASS	expected=NO_DIRECT_EXTERNAL_CORROBORATION observed=NO_DIRECT_EXTERNAL_CORROBORATION
